workorder num,workorder url,actual code,exsisting code,after update code,update status,tax rate difference,due amount
11362,https://login.fieldedge.com/#/DispatchSummary/ffaff76e-9441-4238-991a-caf5d4aad616/2bd16cfe-2721-48ac-a510-aff4d21c90a0,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11347,https://login.fieldedge.com/#/DispatchSummary/491c99c5-2777-4ac1-8380-44136924b7ec/139b96d5-6436-4a9a-8450-0ef7460fdc81,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11373,https://login.fieldedge.com/#/DispatchSummary/16ed3e34-4845-4106-ac3b-e12092cbc7ce/8a51b5a4-4c4b-48dc-b266-32886134f9bb,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11369,https://login.fieldedge.com/#/DispatchSummary/6cbcbfd0-824d-41ae-81fe-579fb158a949/7c1cb8fd-1f11-4556-bfcd-42c83f42a840,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11371,https://login.fieldedge.com/#/DispatchSummary/47715ef8-11e5-4247-a451-83c7d93920a7/2ab8c68f-f2a3-4680-9526-9f933488d871,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11315,https://login.fieldedge.com/#/DispatchSummary/028477d3-3765-4b89-94ca-33ab917b75e2/aa42abd5-0f27-4864-a8c6-d01519d2057a,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11349,https://login.fieldedge.com/#/DispatchSummary/5b8438c7-aa53-42b1-b7b9-6142b5070886/c812fe56-5ca0-476a-86f6-2232c136385a,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11372,https://login.fieldedge.com/#/DispatchSummary/d806b385-e380-4528-86b1-6aa18ab61809/acc520d9-18d9-44a3-b186-bef417a0ec13,2727,PIERCE-2727 10% Tax Code-inactive,PIERCE-2727 10% Tax Code-inactive,skipped,+0.10%,$0.00
11396,https://login.fieldedge.com/#/DispatchSummary/a8dd111f-3647-4ed9-8386-e1d4d4a8bfb8/f8a1c51f-dded-444c-959e-dd3e3ce5959d,2717,TACOMA-2717-eff 07/21.-inactive,TACOMA-2717-eff 07/21.-inactive,skipped,+10.40%,$0.00
11389,https://login.fieldedge.com/#/DispatchSummary/b222f4cb-4582-4db2-9803-86ee38180e46/08608850-7eda-4993-a3ac-b435c856f260,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11397,https://login.fieldedge.com/#/DispatchSummary/f03ee523-e59e-4244-9ec5-c7896c9367cd/7c7cd715-d3d4-4e6b-b3d8-c4b2b20d3347,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11398,https://login.fieldedge.com/#/DispatchSummary/b663d89d-06a3-4cb0-8cf3-c3ce20f8c694/15d77b1d-44f7-4877-b030-c955aa53ae62,,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,retry,-9.50%,$0.00
11404,https://login.fieldedge.com/#/DispatchSummary/d1db77d7-3572-43fb-bddf-a1ea7c325b35/8831d8f1-36b5-4a14-90bb-0ccf9597c74c,1732,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,skipped,+0.10%,$0.00
11416,https://login.fieldedge.com/#/DispatchSummary/f8845347-2cc4-49ad-ae22-ae4ffaf0a1c5/b2875df0-2163-46c7-8e32-96292b2c4cc5,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11420,https://login.fieldedge.com/#/DispatchSummary/ca8e40b4-7022-48d9-a590-501209e827f3/63175c3c-7c7a-495d-a014-9d150aa45ff6,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11423,https://login.fieldedge.com/#/DispatchSummary/22dd8387-cf23-45ad-8dc5-56c9673c205b/65ce4898-e808-4639-85ab-44fa227e9c20,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11425,https://login.fieldedge.com/#/DispatchSummary/86b0f762-8ec1-4bb8-8919-3a9dfd17e9e3/88b4d480-2e34-429f-8597-6b178bf2ae77,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,*KING - 4000 - 8.8.% Tax Code1013-inactive,skipped,+0.10%,$0.00
11393,https://login.fieldedge.com/#/DispatchSummary/391f8270-0475-464e-9359-af9b77e07769/195cb645-ac4e-425d-8808-bec0c92b5581,2700,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,retry,-0.60%,$0.00
11433,https://login.fieldedge.com/#/DispatchSummary/7f2f5be0-ccc6-4db5-b8ac-92bef71f5cad/92b85893-dddf-40c1-8722-feacb5ba3dd5,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11426,https://login.fieldedge.com/#/DispatchSummary/7043a253-51b1-441c-9c0b-e1a991d761fb/501700ad-341a-4175-93d1-129412fc6315,2721,*2721 - Lakewood - 10.1% Tax Code,*2721 - Lakewood - 10.1% Tax Code,skipped,0.00%,$0.00
11402,https://login.fieldedge.com/#/DispatchSummary/47278411-2d87-4246-ac7b-4455a4787fc8/c630ecc1-a5b5-44bc-a188-e285b62a9481,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11325,https://login.fieldedge.com/#/DispatchSummary/c4dcca7a-c692-40c9-b288-c585325e8be9/56a45511-9c92-4044-9519-22c8ea1e2614,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11324,https://login.fieldedge.com/#/DispatchSummary/1d674033-e16f-4482-a936-37f97b7d89b1/496bdea9-f6b0-4657-ac1b-7224961b3bbf,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11430,https://login.fieldedge.com/#/DispatchSummary/0dbb0e8f-7f68-4660-8664-00560dc907ad/2a6fba32-d180-42df-8a8c-d89664352823,2707,UNIVERSITY PLACE 10% Tax Code-inactive,*2707 - Fircrest -10.1% Tax Code,new update,+0.10%,$1.26
11412,https://login.fieldedge.com/#/DispatchSummary/86ebc4df-4a7a-4dd0-b8e5-3256813bf53a/0b09901e-8a1a-45c3-a430-bb7fc14b0bd5,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11377,https://login.fieldedge.com/#/DispatchSummary/01b8e504-642a-409f-b852-790fb216f88f/d15d2efe-0fa1-43e9-a962-85b0fd96cedb,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11442,https://login.fieldedge.com/#/DispatchSummary/54e55eca-9e92-471c-9388-d41eadc122e6/d3814645-e54b-407c-8e47-6a1b21558baf,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11449,https://login.fieldedge.com/#/DispatchSummary/bb162aed-8d71-4961-841f-56e37ca61f42/b02711d9-7f00-44fb-b1f0-081dbd106353,4100,*2700-Pierce- 9.5% Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,-1.40%,-$9.30
11401,https://login.fieldedge.com/#/DispatchSummary/ca9cdf1b-682e-49fa-ba70-a63e6ac6dc09/7ad0ac2f-7b31-4b3d-968a-54227b2a9a40,,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,retry,-9.50%,$0.00
11400,https://login.fieldedge.com/#/DispatchSummary/6b82c89c-6013-4a7c-a52d-19379feaea1d/fb9eace1-da09-49c5-ba25-88f70d4ee4cd,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11439,https://login.fieldedge.com/#/DispatchSummary/fd664dbb-10b6-456b-9d5e-9195084741a5/6bcefb55-bca9-4a5b-99e9-f4cf6a1394b6,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11450,https://login.fieldedge.com/#/DispatchSummary/e9221913-da55-4563-9840-90b73db04e46/09cc1a94-d950-4cf3-b821-931a6a442920,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11443,https://login.fieldedge.com/#/DispatchSummary/1559b058-3f64-410f-8730-1c86fbdb1b3b/64f5c38e-220b-476b-a219-e264e0ddc3ce,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,-$3.41
11432,https://login.fieldedge.com/#/DispatchSummary/7789a796-d6cc-4b83-aefa-d4f2567672e8/2823ff9b-e5a4-463f-a0e1-e99566b09aaf,,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,retry,-9.50%,$0.00
11459,https://login.fieldedge.com/#/DispatchSummary/fcfa16f4-1714-4edc-9514-c8a07c1fdb5d/c6a23d35-73ed-4b9f-bacd-1e648bdb06d3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11463,https://login.fieldedge.com/#/DispatchSummary/b9714362-0062-4f5b-9fee-fffb58792cfb/c36fd5e2-d00a-4ee6-91fe-1ca6eac05a1e,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11390,https://login.fieldedge.com/#/DispatchSummary/d8257f2d-16f2-448a-b918-7cab6531a835/ee6234cc-ac93-4500-bcaa-2b378d5511c9,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
11457,https://login.fieldedge.com/#/DispatchSummary/66cccb2a-712c-478e-ae85-5ae8ece151ef/28a8c499-45e8-4d38-8661-140598e0f7b1,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11465,https://login.fieldedge.com/#/DispatchSummary/f9706c5c-4891-485c-9c2f-310123c4abe7/95102572-3c27-46cc-9a56-1949ecf68703,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$3.98
11470,https://login.fieldedge.com/#/DispatchSummary/6a45e016-0989-43c4-8adf-400d05344949/bb20fb53-941e-4c50-be09-a8f9200fe434,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11475,https://login.fieldedge.com/#/DispatchSummary/0c634bd0-c170-490a-b9ee-ce72dbf23bd9/0171070e-8fde-4072-bf65-53c64705f77b,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11487,https://login.fieldedge.com/#/DispatchSummary/e1f751a3-886d-4bea-adaf-764f312a114c/92bf0144-bc4f-4824-9c7b-d01e704d6dad,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
11422,https://login.fieldedge.com/#/DispatchSummary/b8594c8f-6a7d-4a28-9ef1-320e5a594313/e92c09f4-e843-404a-952c-d95a0c7496e6,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
11492,https://login.fieldedge.com/#/DispatchSummary/9abff904-e1f8-432a-9bc3-050882dc5ee1/cf7b52f3-ad98-4b31-9ca6-3008965af76a,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11499,https://login.fieldedge.com/#/DispatchSummary/f431bfac-fa7f-46c8-92ac-9b5225b521b0/726d7933-c003-4208-ab90-c1f9eeaa9d7b,2727,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,retry,+0.60%,$0.00
11495,https://login.fieldedge.com/#/DispatchSummary/15ca43f2-c6d1-48d5-a670-ff6514233819/057db408-0522-44a2-82b8-15c4a1234894,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11516,https://login.fieldedge.com/#/DispatchSummary/24ed9f7d-3a4b-4c29-ab49-f71faca454c7/17c48a3a-6670-4d0e-9818-6528b1069abb,1732,PIERCE - 2700 Tax Code842-inactive,*1732 - Federal Way -10.3% Tax Code,new update,+10.30%,$5.59
11514,https://login.fieldedge.com/#/DispatchSummary/b8d07f7d-427b-445a-a45a-06daf8a8dd11/b47c453e-7ac4-4c9d-9f18-62468803979f,2711,*2700-Pierce- 9.5% Tax Code,*2711 - Puyallup - 10.2% Tax Code,new update,+0.70%,$8.91
11512,https://login.fieldedge.com/#/DispatchSummary/785d131e-31c8-4cbe-bdb1-27b4bb6fe6bc/976e4238-dc58-4d77-9ee7-7ca1cd7ecfe9,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11532,https://login.fieldedge.com/#/DispatchSummary/36d17d9b-d0ee-4f08-96a5-14c91004ab0b/4f8499fb-4b2f-48b3-b359-959cf5293155,2700,WHOLESALE - HV RESALE Tax Code-inactive,*2700-Pierce- 9.5% Tax Code,new update,+9.50%,$63.08
11530,https://login.fieldedge.com/#/DispatchSummary/d6f889e5-9853-4131-a3e4-1c8b09119bc7/39bb9733-98d8-4558-b97c-f77ce5eb0414,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11536,https://login.fieldedge.com/#/DispatchSummary/6e31d757-9bc5-48d5-9d48-256f4acea811/52a6fac2-ae7c-46f6-a4cf-d7aa342adf6d,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11506,https://login.fieldedge.com/#/DispatchSummary/be5efb00-649d-49bc-a500-95bb2e672a0b/a73a160a-942a-4f93-bb56-bd92f5e46686,2708,*2708 - Gig Harbor - 9.1% Tax Code,*2708 - Gig Harbor - 9.1% Tax Code,skipped,0.00%,$0.00
11510,https://login.fieldedge.com/#/DispatchSummary/9da945ba-b2d5-4a07-9f35-933ee6b7a6b0/653318ef-65d3-4fff-83c7-a0eb5a1776a6,2721,*2721 - Lakewood - 10.1% Tax Code,*2721 - Lakewood - 10.1% Tax Code,skipped,0.00%,$0.00
11508,https://login.fieldedge.com/#/DispatchSummary/8524c5b6-2118-4de8-b7e8-ee10d582d6f7/b734ec46-9ac9-44d0-a7ba-5ab86b5f6d69,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$4.57
11539,https://login.fieldedge.com/#/DispatchSummary/49829d39-b870-4edf-9175-ca73fed0128a/d99ffdb9-bf4b-45d3-b0b5-9c68c160d3b0,2716,WHOLESALE - HV RESALE821-inactive,*2716 - Sumner - 9.6% Tax Code,new update,+9.60%,$57.50
11553,https://login.fieldedge.com/#/DispatchSummary/8cee95c1-dbcc-42b2-bde4-48e6b5e40c16/681a7ee5-cb71-4e53-98a8-a0be5dcc50cd,2700,PIERCE - 2700 Tax Code842-inactive,PIERCE - 2700 Tax Code842-inactive,skipped,+9.50%,$0.00
11544,https://login.fieldedge.com/#/DispatchSummary/5b7c5dd4-8b5e-472b-aa94-f85ce8c69c67/3f1a0544-6316-4d0d-aec0-23582f78276d,2700,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,retry,-0.60%,$0.00
11545,https://login.fieldedge.com/#/DispatchSummary/b774bbcc-c84b-4a76-b1fe-a382f8f6e103/0f0f2ad3-3a3b-4164-8854-a766511a7eb0,2727,*2706 - Fife -10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,0.00%,$0.00
11550,https://login.fieldedge.com/#/DispatchSummary/d4236c70-2408-4bd0-8c19-c3e8eef2dfea/39de3cbb-2296-4f58-be91-b6bea3380d18,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11548,https://login.fieldedge.com/#/DispatchSummary/5dd58807-f55c-47ca-ae24-dcf241f01b7a/5bf8e679-e59f-45d9-a369-a6794de954c9,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11557,https://login.fieldedge.com/#/DispatchSummary/d1c2047e-1668-4292-8056-fddb53d39341/1b6ba0f1-c4d2-447c-8793-8cdd3c66f162,2727,*2725 - Nisqually- 9.5%. Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$8.95
11556,https://login.fieldedge.com/#/DispatchSummary/7323fe8e-2c7c-47dc-a57e-0ce934cca3d5/fdbcec1d-6dbc-4734-a7fd-0cef2e02f90f,4100,PIERCE - 4100 Tax Code845-inactive,PIERCE - 4100 Tax Code845-inactive,skipped,+8.10%,$0.00
11577,https://login.fieldedge.com/#/DispatchSummary/bf478512-030d-49d5-aa0d-8918422603a5/86c7e5f6-75f2-4bf1-979f-11dd7bb3cd4b,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11580,https://login.fieldedge.com/#/DispatchSummary/00079bb3-c117-42fb-8001-bdc91d7cbb5f/04f2ec31-9a7b-4274-978c-15842dcf618d,2717,TACOMA-2717-eff 07/21.-inactive,TACOMA-2717-eff 07/21.-inactive,skipped,+10.40%,$0.00
11523,https://login.fieldedge.com/#/DispatchSummary/67c2594e-4ada-4900-b74a-41fe6bd22e17/1db661a5-adf7-493c-9f2b-d203c581857b,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$5.17
11560,https://login.fieldedge.com/#/DispatchSummary/1cf07f10-e88f-4288-8367-8f62812272f4/fe94de78-a773-4771-aa50-a69e344ef01a,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$7.34
11561,https://login.fieldedge.com/#/DispatchSummary/c8b8273a-3703-4a6c-b740-a6177142db5f/87c3f99b-5c2b-4593-a3e6-9cd29949539f,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
11564,https://login.fieldedge.com/#/DispatchSummary/3eab074f-8812-4320-9f25-60fd5df3ea79/dee8ced4-f471-4594-8707-9b98ecaf030a,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11582,https://login.fieldedge.com/#/DispatchSummary/33a95d97-5ad8-4472-8e09-75ddc44ba3b1/d48f6d6e-bc06-4668-ba10-dc1d018543f3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11589,https://login.fieldedge.com/#/DispatchSummary/661bcacc-663d-4b54-a59f-68edbd8ac0f8/666a1f9e-3ead-4a21-8387-627b67d36f41,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11526,https://login.fieldedge.com/#/DispatchSummary/b19f80dd-04fd-4632-8210-04624a2abfc8/c774269b-e490-403b-9744-201a47819226,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11555,https://login.fieldedge.com/#/DispatchSummary/8819624d-33fd-41bb-a095-2e2d4f4e592a/b2470c94-5ca9-41e0-9ce8-04c05cdb043e,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11597,https://login.fieldedge.com/#/DispatchSummary/ffc824b3-a64c-42cd-bed7-f66696c65fa6/045b5ca6-3339-4b7b-af81-9892fa655593,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11573,https://login.fieldedge.com/#/DispatchSummary/7f8882dc-1739-4217-b2e8-3252335084c5/62f90582-f49d-4fbf-993b-92043d06b234,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11603,https://login.fieldedge.com/#/DispatchSummary/f0ab1a7e-fcae-49a7-a9e6-fe1ef4694e57/6966b8c6-f665-4a9a-8293-7ee5a42f39c3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11605,https://login.fieldedge.com/#/DispatchSummary/45c9076c-bf54-43d6-9b10-c176ddb822e0/1af661d2-63e3-405a-9696-1c9b93e1f614,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11611,https://login.fieldedge.com/#/DispatchSummary/5d55f7f1-1461-45df-b869-80edf2bb2884/9b5a3c4a-6f17-4143-b813-32546084ef88,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
11629,https://login.fieldedge.com/#/DispatchSummary/0dcc486e-c52a-48f1-a172-d8376617a25c/312ab76b-071d-4805-86c6-c7fd8e68d1a2,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11612,https://login.fieldedge.com/#/DispatchSummary/9f6f9b34-febf-4ff8-ba86-2a191b126aee/605f98bb-132f-4621-94e9-265cbb0dc132,1732,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,skipped,+0.10%,$0.00
11628,https://login.fieldedge.com/#/DispatchSummary/8c614095-aa7b-402d-80d0-eba3c628b4f5/07dae919-ef04-41af-89fb-4c63b429e8d3,1732,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,skipped,+0.10%,$0.00
11617,https://login.fieldedge.com/#/DispatchSummary/5f2cd4fb-bd7c-4dbe-94a9-07cd3df3ce31/35423851-d022-4eb2-b5bd-71b82bcbc1e6,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,*KING - 4000 - 8.8.% Tax Code1013-inactive,skipped,+0.10%,$0.00
11602,https://login.fieldedge.com/#/DispatchSummary/d1592abf-a412-40bd-af1b-7ec7b8df5e0b/d2036b0a-dc25-4e34-855c-4f61c72fcb1d,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
11613,https://login.fieldedge.com/#/DispatchSummary/018c09e4-94f1-4b90-9f50-875fc5446d51/be6ef265-9da2-4081-9a65-f588604ad869,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,-$8.95
11638,https://login.fieldedge.com/#/DispatchSummary/811dc06a-20f7-4785-b026-13ab91161e4f/d5a3e367-5dc6-4fcd-be2d-58460f415d13,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
11643,https://login.fieldedge.com/#/DispatchSummary/f18e5deb-36b8-4513-9d7e-49019ca77dde/2de7159a-4948-4ec1-97be-9528866889fd,2720,*2702 - Buckley - 8.2% Tax Code,*2720 - Edgewood - 10.1% Tax Code,new update,+1.90%,$12.61
11637,https://login.fieldedge.com/#/DispatchSummary/fb5381fd-72de-42ed-906a-8a693db079d8/aaba224e-49d6-4db3-9944-4c034414e5db,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11587,https://login.fieldedge.com/#/DispatchSummary/4ac9bc94-861b-4d0d-b0c2-da4df7f9d4bd/e74b7f86-c8df-4d69-9fef-bd1db3288409,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11642,https://login.fieldedge.com/#/DispatchSummary/dba6c122-7349-48ef-9cd5-f3e1a7246ced/0e714bfe-4658-4509-ab3e-7358becfb551,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11649,https://login.fieldedge.com/#/DispatchSummary/c3573c3d-4360-4880-901a-65039e3d7294/10d5a7ce-1403-4e15-8d77-a60047bd84f9,2700,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,retry,-0.60%,$0.00
11666,https://login.fieldedge.com/#/DispatchSummary/47279dc8-1ff1-4498-889e-a815f0f8121d/79ef1cb5-ae05-4bfb-8829-5cc21999cd36,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11657,https://login.fieldedge.com/#/DispatchSummary/553bb675-58f1-47bf-ba90-d2f35ab2c1bb/8c5c8f75-9f1a-459e-b289-46121d08456a,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
11675,https://login.fieldedge.com/#/DispatchSummary/2e1e04f0-bba2-4c83-b4c2-78f651d4a9c6/12f6f8d7-46aa-4ad3-a7bc-a85442c423f3,4100,*ORTING - 2710 -9.5.% Tax Code972-inactive,*4100 - Pierce- 8.1% Tax Code,new update,-1.40%,-$9.30
11655,https://login.fieldedge.com/#/DispatchSummary/ade2ffe3-04a8-48d7-b3a2-c0a7b87ba1a5/8c20e7eb-cd60-46a1-9b23-233b44acc977,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11645,https://login.fieldedge.com/#/DispatchSummary/ee78fffd-e606-4864-bb66-a0f3d1ed9d9a/b70add51-e388-4959-8171-cb1cd42edcc8,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11672,https://login.fieldedge.com/#/DispatchSummary/7091e5bc-d32a-4208-85dd-ccfa3550f242/e4fa94a1-dc70-4902-818d-9baa03b8f06a,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
11680,https://login.fieldedge.com/#/DispatchSummary/a6497012-21fd-4b4a-9ef8-a88614439fc6/531ff329-6dd3-4978-bf20-cb8f85a26e29,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11653,https://login.fieldedge.com/#/DispatchSummary/5905c47f-f6ff-48cc-b1d1-3dfe91a69938/6793a964-f18d-4b4e-9dd8-5c982984ea42,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
11685,https://login.fieldedge.com/#/DispatchSummary/d3ad6b25-8252-4a32-8d73-54a7cb22d51b/c07d64de-1cdb-4f54-b472-2e3cc09f544b,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
